"SMP","X","Y","RAMA","SUBRAMA"
"047-113-005",-58.4441096662157,-34.6017178808159,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-115-001",-58.4438134735038,-34.6008149501569,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-116-014A",-58.4452512354102,-34.6007168647502,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-081-015F",-58.4509276435563,-34.5990634288023,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-082-017",-58.4524480429162,-34.598448383646,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-082-018A",-58.4526128063985,-34.5985313167243,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-082-034",-58.4514858345408,-34.5984051953198,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-082-042",-58.4507168798121,-34.5980254443398,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-178-016A",-58.4456008330043,-34.5953342370844,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-131-010",-58.4407512807008,-34.60268023883,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-132-019A",-58.4415185662127,-34.602381504896,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-132-020A",-58.4414344823655,-34.602431729762,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-147-001",-58.4375454616379,-34.6045696201901,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-147-014",-58.4386813720981,-34.6040255076613,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-152-001",-58.4399380099216,-34.6008668885131,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-152-004",-58.4401376440701,-34.6010799118161,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-152-005",-58.4402316623257,-34.6011016011065,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-152-028",-58.4398336054514,-34.6011580672603,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-167-019",-58.4362669475271,-34.6038730890051,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-168-004A",-58.4367766642468,-34.6026414946813,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-169-001",-58.4373672214987,-34.601612695302,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-170-002",-58.4381753310076,-34.6008083694592,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-133-011G",-58.4414160731095,-34.6012226950203,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-134-012",-58.4427941829689,-34.6012347773295,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-134-019",-58.442480453344,-34.6007729375103,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-135-015",-58.4439100714055,-34.6002488411737,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-153-001C",-58.4414402918277,-34.6006668427841,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-153-003D",-58.4410436142931,-34.6010060466984,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-153-008",-58.4407363009584,-34.6006907216367,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-154-034",-58.4411019561614,-34.5997849507291,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-155-009B",-58.4434989141301,-34.5989264754321,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-155-019",-58.4427126827825,-34.5995417562752,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-155-029",-58.4420065086075,-34.5989952163204,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-156-030",-58.4430239590906,-34.5980402518803,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-172-018J",-58.4391132523165,-34.5998488402614,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-172-019",-58.439368130954,-34.5997628978704,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-172-022",-58.4396147982395,-34.5996177687462,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-173-010",-58.4414030631413,-34.5988786252117,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-173-020",-58.4406705859038,-34.5994311563162,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-174-012",-58.4424166767512,-34.5981621535971,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-174-024A",-58.4414844490675,-34.5985347508873,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-174-029A",-58.4413585278246,-34.5980621552009,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-175-001",-58.4426441622619,-34.5966059601297,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-175-002B",-58.4427806475057,-34.5967098796235,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-175-002C",-58.4426163937017,-34.5967351190211,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-175-011",-58.4434402434385,-34.5972238581522,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-175-037",-58.4423980091675,-34.5971057363753,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-080-021A",-58.4491635163302,-34.5997412909071,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-098-001",-58.4476994663536,-34.5990357059441,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-098-012",-58.4484521630174,-34.5996758811418,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-098-023",-58.44763582043,-34.6002655866317,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-098-033",-58.4469791385853,-34.5996789331961,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-138A-015",-58.446701199372,-34.5978160304947,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-138A-019B",-58.4464649123756,-34.5975867490602,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-157-019",-58.4447295163442,-34.5978495223457,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-001-004",-58.4369924321536,-34.6002001193042,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-001-007",-58.4366978242132,-34.6003429057169,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-002-008",-58.4382630986577,-34.5997927851727,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-002-011",-58.4378928103308,-34.5998724585454,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-002-013",-58.4376193168544,-34.5999842487433,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-002-014A",-58.4374998521905,-34.6000478097154,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-013-009B",-58.4358144383971,-34.6006503880008,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-013-026",-58.4351295961673,-34.6002759434783,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-014-011",-58.4366900429621,-34.5998354975717,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-014-020",-58.436062383137,-34.6004550356711,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-015-001",-58.4366084642142,-34.5986918562473,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-015-028",-58.4361793687346,-34.599132241599,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-184-015",-58.4351551536427,-34.6033549336976,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-184-016",-58.4350954100473,-34.6032657091372,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-186-007",-58.4370145657142,-34.6013785584497,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-187-017B",-58.4367907990193,-34.6009127451058,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-187-026",-58.4374247260919,-34.6006072141937,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-187-027",-58.4375062820824,-34.6005720301288,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-189-015",-58.4337209330779,-34.6025766905441,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-189-018",-58.4333992906686,-34.6024858842589,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-190-016",-58.4339357865129,-34.6017324790223,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-192-001",-58.4335074826959,-34.6018361972203,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-192-012",-58.4326742427791,-34.6021698737807,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-023-004",-58.4321908508857,-34.6017124173497,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-026-002",-58.4349223160751,-34.5988093817609,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-026-013",-58.43556216551,-34.5993835172434,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-026-019",-58.4351116977021,-34.5997745316248,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-026-020",-58.4350418055543,-34.5997327740559,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-026-030C",-58.4343038724201,-34.5993183913709,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-035-017",-58.4318490506629,-34.6012921417137,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-038-014",-58.4345317436981,-34.5986559203153,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-038-026",-58.43384027379,-34.5989223210743,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-049-021",-58.432191590841,-34.5993025983405,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-050-019C",-58.43297024066,-34.5984556121264,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-060-023",-58.4301962642682,-34.5994537383013,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-062-017",-58.431992125423,-34.5973653636737,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-062-031B",-58.4310676647657,-34.5972633239975,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-072-022",-58.4291318921888,-34.5986874413019,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-073-001",-58.4297379591537,-34.5967962845409,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"031-074-010",-58.4312001798933,-34.5964190951885,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"031-086-023",-58.4279101463966,-34.5981456881883,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-086-031",-58.4272165842609,-34.5978400162098,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-087-047",-58.4273330353572,-34.5962203985986,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-087-048A",-58.4274341623746,-34.5961427424671,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-088-001B",-58.429332976679,-34.5951649066483,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-088-049",-58.4292034523089,-34.5952152781994,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-095-021B",-58.426714011269,-34.5974501661457,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-095-032",-58.4265847709554,-34.5968016089197,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"031-063-001",-58.4318432813763,-34.5964112487668,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-063-018A",-58.4331101167028,-34.5964801088584,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-064-030",-58.4334241325133,-34.5961299270489,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-065-026A",-58.4343984126045,-34.594805170099,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-065-033",-58.4342065762895,-34.5952872329765,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-066-020",-58.4351371254986,-34.5943369413394,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-075-020",-58.431442743353,-34.5961566654954,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"031-075-027A",-58.4308710646913,-34.5957412508873,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-076-017",-58.4324457018402,-34.5952407831912,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"031-076-021",-58.4322256329186,-34.5953455203246,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-076-027",-58.4314919449049,-34.5949657978744,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-077-002",-58.4330759514223,-34.5934168013765,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-077-901A",-58.4330111700112,-34.5933420180014,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-078-005A",-58.4340959055621,-34.5928996038443,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"031-027-012",-58.4361405118857,-34.5987379795292,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-027-015",-58.4359065757721,-34.5988805458606,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-027-016",-58.4358906669123,-34.5989913394916,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-027-022",-58.435461602581,-34.5986260763014,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-028-021",-58.4366294178406,-34.5982373712171,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-028-031",-58.4360554860608,-34.5975998881981,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-039-017",-58.4352364783585,-34.5978719988266,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-039-018",-58.435153596086,-34.5979660153526,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-040-032",-58.4355494327472,-34.5975373370052,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-040-034",-58.4354334846467,-34.5973742602154,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-041-022",-58.4362917174206,-34.5964579041489,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-042-003",-58.437225061872,-34.594670564627,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-051-008",-58.4333676785477,-34.5966491082931,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-051-019",-58.43416938512,-34.597208994165,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-052-032",-58.4344955965532,-34.5968681388806,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-052-033",-58.4344316145901,-34.5968290687148,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-052-037",-58.4342258283307,-34.5965516334795,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-053-001",-58.4344615438624,-34.5954634865732,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-055-025",-58.4369778368828,-34.5941344280256,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-056-025",-58.4377790118245,-34.5933068238182,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-056-030",-58.4373658225389,-34.5928780484786,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-080-009",-58.4359846060552,-34.5914161628789,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-080-018",-58.4356044643755,-34.5919855270738,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-081-001A",-58.4362816567412,-34.5905827974201,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-082-001A",-58.4371663156057,-34.589888805788,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-082-033",-58.43712954114,-34.5900634962076,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-003-020",-58.4386493924213,-34.5996040070152,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-003-021",-58.4385627760494,-34.5994023046066,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-003-022",-58.4384843562212,-34.5993534335257,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-004-017",-58.4398261368713,-34.5983807289795,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-004-021D",-58.4396214871911,-34.598761966044,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-004-022",-58.4395037850362,-34.5986423887827,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-004-029",-58.4388920852525,-34.5982034459067,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-005-013",-58.4412838583222,-34.5971684615916,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-005-030",-58.4397245718632,-34.5972838983664,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-006-009B",-58.4417046302573,-34.5961281617305,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"031-006-026A",-58.4415045478008,-34.5969975067576,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-006-029B",-58.4413649242081,-34.5967792069881,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-007-007H",-58.4432000315631,-34.5954633005913,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-007-017C",-58.4424426716172,-34.596121038253,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-007-035",-58.4416566709641,-34.5950923531509,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-008-012",-58.4434738951885,-34.5951634361696,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-008-013",-58.4434361071267,-34.5952737051094,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-008-019B",-58.4429855311994,-34.5949285830508,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-009-023",-58.4421020337217,-34.5945245857648,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-016-001",-58.4375093252401,-34.5978546738535,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-016-004",-58.4378305733735,-34.5980878730168,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-016-009",-58.4382441244178,-34.5982514086065,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-016-022",-58.4373219293838,-34.5984851535223,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-017-010",-58.4391222758552,-34.5972666226569,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-017-018A",-58.4385493878517,-34.5979338675345,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-017-028",-58.4377475188939,-34.5974745798821,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-017-030",-58.4379900004269,-34.5973396610318,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-017-036",-58.43835320206,-34.5968935769131,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-018-002",-58.4392914125016,-34.595945613412,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"047-177-001A",-58.4442931821264,-34.5950383503839,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-019-028",-58.4394603679314,-34.5956579556051,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-020-027",-58.4404766450666,-34.5947824777297,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-020-028",-58.4402560888036,-34.5948089774768,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-021-001",-58.4417845299038,-34.5932242225091,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-021-013B",-58.4420314108552,-34.5941119624186,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-031-002",-58.4389898719911,-34.5944981726414,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-031-011",-58.4396124422812,-34.5949655989868,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-031-018",-58.4391903807914,-34.5954979602289,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-033-010",-58.4412149557436,-34.5932176554659,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-033-018",-58.4408064506633,-34.5937924409849,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-033-027B",-58.4399460108461,-34.5933117824914,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-044-011",-58.4394477996357,-34.5933729095789,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-044-018",-58.4389552105218,-34.5937623481992,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-046-010A",-58.4404441144065,-34.5923525116679,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-059-003",-58.4397908510558,-34.590042888348,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-010-007",-58.4447726194078,-34.5939987844689,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-010-020F",-58.4437864483338,-34.5941627202109,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-011-026",-58.4432251028358,-34.5933657430238,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-022-009",-58.4430992704011,-34.5927671630575,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"031-034-016",-58.4419625751832,-34.5922582259642,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-047-025",-58.4403624632122,-34.5915633428937,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-047-027",-58.4400354013638,-34.5914910514847,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"033-001-013",-58.4449108982298,-34.5937322333287,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"033-003-022",-58.4443311675415,-34.5932267921145,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"033-002A-009A",-58.4462242352226,-34.5924955352744,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-050-036",-58.4789162961675,-34.607564375615,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-051-012A",-58.4792306829962,-34.6053135607268,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-065A-036",-58.4768523444312,-34.6068429535525,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-065B-034",-58.4773201618755,-34.6069758962034,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-076-004",-58.4755856248024,-34.6057736393376,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-076-006",-58.4757716260713,-34.6056892920922,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"081-081-026",-58.4967978942655,-34.6115709971053,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"081-082-017",-58.498288608471,-34.6110152139319,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"081-082-024A",-58.4975391244479,-34.6106504809893,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"081-108-022",-58.4942785543998,-34.6116659107443,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"079-099-019",-58.4937023421338,-34.6138634269861,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"079-112-000",-58.4933552980823,-34.6134700333423,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"081-107-027",-58.4930381970014,-34.6132167845618,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"081-121A-001",-58.4914584968038,-34.6120283133348,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"081-121A-040A",-58.4922839856457,-34.6125388248796,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"081-124A-001",-58.4948568768476,-34.6091646420863,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-001-014",-58.4878454283554,-34.6098101894399,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-002-030A",-58.4880784349385,-34.6096331847732,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-003-026A",-58.4896261757839,-34.6078572942544,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-003-035",-58.4889451737022,-34.6082840558942,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-003-039",-58.4888509084665,-34.6087310081532,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-008-025",-58.4854986560695,-34.6091594243431,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"081-145A-022",-58.4895151058791,-34.6105482567189,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"081-159A-004H",-58.4894079905694,-34.608580371908,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-015-001A",-58.4845067688197,-34.607963835573,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-015-033",-58.4838846431389,-34.6087932761243,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-015-039",-58.4842494612979,-34.6084797936749,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-016-007",-58.485164990368,-34.6074735614436,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-024-037",-58.4851309294498,-34.6064418220652,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-042B-020",-58.4834831902369,-34.6044165159645,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-011-024",-58.4891687012477,-34.6061846323696,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-013-033",-58.4894554938144,-34.6040699944171,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-014-009C",-58.4912886528212,-34.6029983892832,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-020-001",-58.4884519889127,-34.6034749770765,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-020-003",-58.4885984694128,-34.6032922155746,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-025-024",-58.4865166579906,-34.6049203286587,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-026-034",-58.4871556176982,-34.6039977612701,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-026-041",-58.4869334708178,-34.6045635412694,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"071-018-021",-58.4919847654688,-34.6027937269893,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"071-018-022",-58.4919057801906,-34.6027507766912,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"071-018-024",-58.4918313520999,-34.6025692892644,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"071-018-033",-58.4909899314823,-34.602233243863,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"071-051-012",-58.4909061853678,-34.5993547624961,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"071-065-025D",-58.4894855429966,-34.5976814720446,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"071-066-004",-58.490915546258,-34.5973718340796,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"071-075-010",-58.488068595356,-34.5991638925819,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"071-097-001B",-58.4837646240778,-34.5979904042206,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"071-097-011C",-58.4849973535719,-34.5979747190798,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-027-020",-58.4886826510847,-34.6025576812691,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"069-028-008",-58.4886005331119,-34.6013031945049,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
